1162345,0
1162345,0
757450,1
892667,0
892772,0
1026957,0
1160891,0
1160891,0
1160891,0
1162150,0
1162150,0
1161345,1
1162345,0
1292087,0
1573174,0
1574792,0
1575690,0
1575873,0
1865567,0
1865567,0
1865567,0
2019227,0
2019477,1
2167600,0
2167600,0
2167600,0
2306740,0
2306740,0
2307199,0
2439211,0
2439243,1
2554853,0
2554853,0
2554867,0
2578072,0
2578077,0
2578077,0
2693092,0
2693097,0
2693097,0
2693097,0
2714932,0
2714932,0
2714947,0
2714954,0
2722074,0
2854698,1
2854698,1
2854914,1
2854914,1
2987660,0
2988145,0
2988145,0
2992648,0
2992648,0
2855603,0
2856756,0
2857323,0
2857607,1
2857722,0
2857722,0
2860114,0
2860594,0
2860594,0
2860594,0
2307199,0
2860851,0
2860851,0
2439798,0
2969628,0
2969628,0
2969638,0
2554867,0
2970804,0
2971415,0
2693450,0
2974858,0
2975770,1
2714955,0
2985398,0
2985398,0
2985587,1
2985767,1
2988768,0
2989404,1
1294670,0
1294670,0
1576115,0
1867630,0
2019477,1
2019477,0
2167890,0
2167890,0
2307206,0
2307206,0
2307415,1
2307415,1
2440757,0
2440757,0
2441151,0
2441161,0
2556650,1
2578404,0
2578404,0
2578811,0
2578891,0
2693450,0
2693736,1
2694337,0
2694337,0
2715053,0
2715113,0
2715119,0
2715135,1
2830919,0
2831055,1
2854948,0
2854953,0
1295289,0
1295546,0
1295546,0
1296164,0
1576115,0
1576115,0
1576144,0
1869607,0
1869607,0
1870398,1
1870849,0
2021440,0
2168333,0
2307533,0
2307533,0
2308603,0
2441495,1
2441728,0
2557816,1
2578901,0
2578901,0
2695030,0
2695030,0
2695110,0
2696703,1
2715135,0
2715228,0
2715245,0
2831251,0
2832589,1
2832753,0
2832753,0
2856756,0
2856756,0
2857323,0
1296164,0
1296164,0
1429120,0
1576144,0
1870849,0
1870849,0
1870849,0
1871056,1
2021440,0
2141783,1
2282763,0
2282763,0
2282763,0
2308957,0
2309568,0
2309568,0
2309579,0
2442084,0
2442084,0
2442118,0
2442118,0
2442359,0
2558163,1
2558363,0
2558370,1
2579043,1
2579147,0
2579147,0
2579147,0
2696938,0
2707097,0
2715282,0
2715398,0
2715487,0
2715487,0
2833554,0
2833554,0
2857722,0
2859299,0
2859299,0
1429120,0
1429589,1
1429653,0
1576558,0
1577039,0
1577039,0
1871056,1
2141938,0
2141938,0
2142522,1
2283124,0
2283124,0
2283362,0
2309579,0
2309585,0
2309587,0
2309719,1
2442448,1
2443393,1
2558488,0
2568971,0
2579814,0
2580872,0
2707479,0
2707479,0
2707916,0
2715695,1
2715695,1
2716801,1
2835657,0
2837111,1
2860656,1
2860793,0
2860793,0
1429653,0
1430207,0
1430590,0
1577039,0
1577039,0
1872821,1
1872948,0
1872948,0
2157489,0
2283362,0
2297728,0
2297728,0
2309910,0
2310284,0
2444412,1
2445129,0
2568971,0
2569488,0
2569494,0
2569516,0
2580872,0
2580872,0
2581191,0
2707985,0
2708172,0
2716853,1
2717158,1
2846358,0
2846358,0
2849140,1
2860866,1
2860930,0
1430741,0
1430741,0
1431122,1
1717528,0
1717722,1
1717722,1
1718189,1
1872948,0
1873513,1
2157489,0
2158190,0
2158208,0
2297739,0
2297739,0
2297793,0
2422539,0
2436378,0
2445129,0
2445134,0
2445134,0
2445154,0
2570281,0
2570281,0
2570432,0
2570505,0
2581316,1
2581316,1
2708176,0
2708203,0
2708221,0
2708270,0
2717483,0
2717483,0
2849805,1
2969638,0
2969991,0
2969991,0
1431794,0
1718189,1
1718189,1
1718290,0
1995519,1
1995732,0
1995732,0
1996180,1
2158208,0
2159700,0
2159852,0
2437060,0
2437112,0
2437112,0
2445975,0
2445975,0
2570767,0
2570773,0
2581457,0
2581457,0
2581554,1
2708278,0
2708286,0
2708343,0
2718630,0
2718630,0
2718778,1
2851100,0
2851100,0
2852528,0
2852560,0
2852560,0
2970836,0
2970836,0
2971415,0
1432214,0
1432214,0
1432789,1
1432789,1
1718290,0
1718290,0
1718594,0
1718594,0
1996180,1
1996679,0
1996679,0
2159852,0
2159852,0
2161536,1
2161623,0
2300603,0
2300603,0
2300603,0
2300603,0
2437112,0
2437149,0
2437149,0
2445975,0
2446113,0
2446113,1
2446623,0
2571075,0
2571238,1
2571417,0
2571417,0
2581674,0
2581674,0
2581674,0
2708420,0
2708445,0
2718944,0
2718944,0
2719125,0
2852560,0
2852560,0
2852810,0
2973386,1
2973509,0
2973509,0
2973800,0
1433399,0
1433399,0
1433399,0
1718594,0
1718958,1
1719308,0
1720673,0
1996773,0
2010191,0
2010414,0
2010414,0
2302548,1
2302548,1
2437488,0
2437488,0
2437505,0
2447832,0
2447832,0
2571417,0
2571417,0
2583153,0
2583153,0
2708885,0
2710327,0
2710406,0
2719125,0
2719436,0
2719873,0
2719873,0
2852941,1
2853029,1
2853093,1
2853280,0
2975770,1
2976017,1
1433899,0
1433962,0
1721157,1
1721361,0
2010414,0
2010414,0
2162635,0
2162904,0
2162904,0
2162904,0
2303304,0
2303365,0
2303365,0
2303365,0
2303903,1
2437505,0
2437783,0
2448307,0
2449053,0
2449074,0
2449074,0
2571868,0
2571868,0
2572029,1
2573056,0
2710406,0
2710406,0
2710623,0
2719928,0
2719928,0
2719928,0
2853280,0
2853280,0
2985054,0
2985396,0
2985396,0
1433980,0
1433980,0
1434660,0
1434660,0
1724222,0
1724222,0
1724513,0
1724719,1
2011424,0
2011424,0
2011424,0
2012722,0
2012722,0
2163326,0
2164169,1
2304168,0
2304168,0
2304235,0
2304235,0
2437804,0
2438062,0
2449090,0
2449090,0
2449101,0
2574201,0
2574338,1
2574543,0
2583777,0
2583777,0
2584163,1
2711123,0
2711123,0
2711597,0
2720514,0
2720582,0
2853320,0
2853320,0
2986833,1
2987027,1
2987433,0
1434800,0
1434800,0
1434800,0
1724719,1
1724961,0
2013883,0
2014991,0
2015013,0
2164884,0
2165002,1
2165002,1
2304235,0
2304320,1
2438070,0
2438249,0
2438264,1
2438264,1
2449431,1
2450944,0
2584879,0
2584879,0
2584908,0
2585092,0
2711597,0
2711606,0
2720582,0
2720582,0
2720594,0
2853320,0
2853446,1
2853780,1
2853828,0
2989404,1
2989706,0
2990873,1
1571511,0
1571511,0
1571717,0
1725016,1
1725193,0
1849235,0
2016979,0
2016979,0
2018685,0
2165352,0
2166200,0
2166206,0
2305255,0
2305311,0
2305543,0
2438490,0
2438490,0
2438502,0
2452289,0
2452440,0
2575964,0
2575964,0
2575964,0
2576107,1
2576197,0
2585092,0
2585092,0
2692377,1
2713049,1
2714707,0
2714707,0
2720594,0
2720828,0
2721030,1
2853828,0
2853889,0
2854181,1
2854953,0
2855603,0
1572948,0
1573174,0
1849235,0
1849702,1
1865042,1
2018685,0
2018685,0
2019076,0
2166218,0
2166218,0
2305866,1
2305866,1
2305866,0
2305866,0
2306740,0
2438502,0
2438513,1
2438517,0
2439211,0
2452440,0
2452450,0
2452450,0
2452920,0
2576224,0
2576692,0
2576692,0
2577952,0
2692377,0
2692377,0
2693092,0
2714807,0
2714887,0
3351945,0
3351945,0
3352122,0
3352122,0
3440840,0
3440978,1
3441159,0
3449540,0
3450040,1
3453026,0
3534118,0
3534192,0
3534192,0
3547014,0
3547014,0
3547014,0
3547091,0
3560301,0
3560301,0
3644071,0
3644071,0
3644116,0
3644116,0
3660006,0
3660392,0
3748250,0
3764714,0
3764879,0
3765054,0
3103227,1
3103473,1
3109550,1
3128325,0
3128325,0
3128552,1
3230578,0
3230578,0
3230578,0
3240556,0
3240556,0
3240556,0
3323168,0
3323289,0
3323289,0
3340312,0
3340313,0
3340360,0
3353050,1
3353454,0
3354846,1
3441159,0
3453026,0
3453214,1
3453272,0
3539231,1
3539521,0
3539521,0
3547091,0
3547178,0
3560660,0
3560660,0
3560871,0
3560871,0
3644128,0
3644505,0
3644523,0
3660392,0
3660924,1
3749134,1
3749365,1
2993589,0
2993589,0
3109924,0
3109930,0
3109937,0
3110937,0
3128552,1
3128552,1
3128793,1
3230753,0
3230787,0
3230805,1
3240556,0
3240556,0
3240706,0
3240706,0
3324644,0
3340360,0
3341760,0
3341760,0
3354855,0
3355104,1
3441340,0
3441340,0
3441784,0
3441784,0
3453272,0
3453272,0
3453494,0
3453494,0
3539521,0
3539869,0
3547178,0
3547187,0
3547187,0
3547315,0
3561464,1
3561464,1
3561656,0
3561656,0
3644523,0
3644542,0
3644542,0
3644602,0
3661361,0
3749389,0
3749389,0
3749833,0
2994888,0
2994888,0
2995392,1
2995823,0
3112129,0
3112129,0
3113266,0
3113266,0
3130300,0
3130548,0
3130548,0
3231120,0
3231120,0
3231137,0
3231137,0
3241199,0
3241199,0
3241199,0
3241248,0
3324986,0
3326377,1
3326377,1
3326428,0
3341934,0
3341934,0
3356799,0
3356799,0
3441784,0
3454720,0
3454731,0
3454731,0
3539869,0
3541800,0
3541946,1
3547523,0
3547523,0
3547760,0
3561656,0
3561656,0
3561700,0
3644653,0
3644653,0
3645438,1
3645438,1
3661886,1
3661886,1
3662635,0
3749833,0
3749833,0
3749978,1
2995823,0
2996015,0
3114167,1
3114661,0
3114667,0
3114811,1
3216518,0
3216518,0
3216838,0
3231341,1
3231341,1
3231341,1
3231341,1
3241248,0
3241344,0
3241557,0
3326428,0
3326428,0
3326428,0
3327992,0
3342592,0
3342592,0
3342628,0
3425758,0
3442006,0
3442006,0
3442006,0
3541946,1
3541946,1
3548044,1
3548044,1
3548369,0
3629100,0
3629330,1
3645438,1
3645863,0
3645863,0
3662838,0
3662838,0
3662838,0
3663141,0
3752110,1
3756264,1
2997178,0
2997455,0
2997459,1
3115272,0
3115435,0
3115728,0
3217264,1
3217264,1
3217264,1
3231406,0
3231406,0
3231406,0
3231406,0
3241604,0
3241619,0
3241619,0
3241662,0
3241685,0
3327993,0
3328026,0
3328027,0
3342794,1
3342794,1
3342952,0
3342970,1
3425851,1
3426367,1
3427727,0
3442054,0
3442054,0
3442055,1
3442058,0
3455863,0
3455863,0
3455863,0
3542167,0
3542222,0
3542345,0
3542345,0
3548369,0
3629430,0
3629430,0
3629473,0
3646449,1
3663141,0
3663173,1
3663904,0
3757407,0
3757407,0
3757407,0
2998124,0
3115728,0
3115728,0
3115833,1
3217554,0
3217554,0
3231410,0
3231410,0
3241685,0
3244792,1
3328052,0
3328080,1
3329204,1
3342970,1
3343281,0
3427727,0
3427776,0
3427776,0
3442058,0
3442058,0
3442058,0
3456198,0
3456198,0
3542345,0
3542574,0
3548639,0
3548639,0
3548900,0
3629474,0
3629967,1
3632089,1
3632089,1
3648437,1
3649426,0
3650040,0
3650040,0
3663904,0
3728432,1
3728701,1
3730335,0
3757588,0
3757588,0
2998124,0
2998561,0
3001885,0
3116412,1
3117510,0
3117510,0
3218688,0
3218908,1
3232859,0
3232859,0
3233043,0
3233043,0
3245420,0
3245420,0
3245420,0
3329643,0
3329839,0
3330684,0
3330688,0
3344419,0
3344427,0
3345675,1
3428013,0
3428013,0
3428468,0
3428468,0
3443127,0
3443127,0
3443582,0
3443790,0
3456945,0
3542588,0
3543070,0
3543070,0
3548900,0
3550372,1
3550434,0
3632418,1
3632418,0
3633889,0
3650111,0
3650111,0
3730390,0
3730390,0
3732035,1
3757590,0
3757590,0
3757778,0
3757778,0
3002478,1
3003991,0
3117511,0
3117511,0
3117514,0
3118797,1
3218908,1
3218908,0
3219037,1
3233302,0
3233302,0
3234598,1
3234598,1
3245969,1
3246083,0
3246083,0
3246782,0
3335813,0
3336283,0
3346027,0
3346027,0
3346154,1
3429637,0
3429637,0
3429973,0
3429973,0
3443790,0
3444098,0
3444588,1
3444699,0
3456945,0
3456945,0
3457172,0
3457192,0
3457192,0
3543270,0
3543270,0
3553413,0
3553900,1
3554031,1
3554031,1
3634051,1
3634051,1
3654095,0
3654515,0
3654515,0
3732821,1
3732894,0
3733346,0
3733346,0
3733628,1
3758403,0
3758403,0
3003992,0
3003992,0
3097346,0
3097352,0
3097352,0
3119256,0
3119256,0
3219256,0
3219256,0
3219643,1
3234843,1
3234843,1
3236705,1
3246890,0
3246890,0
3336283,0
